FIPSCode,LocationType,Location,GradeLevel,StudentResponse,TimeFrame,DataFormat,Data
06067,County,Sacramento County,Non_Traditional,Yes,2011_2013,Percent,S
06069,County,San Benito County,Non_Traditional,No,2011_2013,Percent,S
06069,County,San Benito County,Non_Traditional,Yes,2011_2013,Percent,S
06071,County,San Bernardino County,Non_Traditional,No,2011_2013,Percent,S
06071,County,San Bernardino County,Non_Traditional,Yes,2011_2013,Percent,S
06073,County,San Diego County,Non_Traditional,No,2011_2013,Percent,S
06073,County,San Diego County,Non_Traditional,Yes,2011_2013,Percent,S
06075,County,San Francisco County,Non_Traditional,No,2011_2013,Percent,N_A
06075,County,San Francisco County,Non_Traditional,Yes,2011_2013,Percent,N_A
06077,County,San Joaquin County,Non_Traditional,No,2011_2013,Percent,S
06077,County,San Joaquin County,Non_Traditional,Yes,2011_2013,Percent,S
06079,County,San Luis Obispo County,Non_Traditional,No,2011_2013,Percent,S
06079,County,San Luis Obispo County,Non_Traditional,Yes,2011_2013,Percent,S
06081,County,San Mateo County,Non_Traditional,No,2011_2013,Percent,S
06081,County,San Mateo County,Non_Traditional,Yes,2011_2013,Percent,S
06083,County,Santa Barbara County,Non_Traditional,No,2011_2013,Percent,61.5
06083,County,Santa Barbara County,Non_Traditional,Yes,2011_2013,Percent,38.5
06085,County,Santa Clara County,Non_Traditional,No,2011_2013,Percent,S
06085,County,Santa Clara County,Non_Traditional,Yes,2011_2013,Percent,S
06087,County,Santa Cruz County,Non_Traditional,No,2011_2013,Percent,S
06087,County,Santa Cruz County,Non_Traditional,Yes,2011_2013,Percent,S
06089,County,Shasta County,Non_Traditional,No,2011_2013,Percent,S
06089,County,Shasta County,Non_Traditional,Yes,2011_2013,Percent,S
06093,County,Siskiyou County,Non_Traditional,No,2011_2013,Percent,S
06093,County,Siskiyou County,Non_Traditional,Yes,2011_2013,Percent,S
06095,County,Solano County,Non_Traditional,No,2011_2013,Percent,S
06095,County,Solano County,Non_Traditional,Yes,2011_2013,Percent,S
06097,County,Sonoma County,Non_Traditional,No,2011_2013,Percent,S
06097,County,Sonoma County,Non_Traditional,Yes,2011_2013,Percent,S
06099,County,Stanislaus County,Non_Traditional,No,2011_2013,Percent,62.1
06099,County,Stanislaus County,Non_Traditional,Yes,2011_2013,Percent,37.9
06101,County,Sutter County,Non_Traditional,No,2011_2013,Percent,S
06101,County,Sutter County,Non_Traditional,Yes,2011_2013,Percent,S
06103,County,Tehama County,Non_Traditional,No,2011_2013,Percent,58.0
06103,County,Tehama County,Non_Traditional,Yes,2011_2013,Percent,42.0
06105,County,Trinity County,Non_Traditional,No,2011_2013,Percent,N_A
06105,County,Trinity County,Non_Traditional,Yes,2011_2013,Percent,N_A
06107,County,Tulare County,Non_Traditional,No,2011_2013,Percent,S
06107,County,Tulare County,Non_Traditional,Yes,2011_2013,Percent,S
06109,County,Tuolumne County,Non_Traditional,No,2011_2013,Percent,N_A
06109,County,Tuolumne County,Non_Traditional,Yes,2011_2013,Percent,N_A
06111,County,Ventura County,Non_Traditional,No,2011_2013,Percent,62.8
06111,County,Ventura County,Non_Traditional,Yes,2011_2013,Percent,37.2
06113,County,Yolo County,Non_Traditional,No,2011_2013,Percent,S
06113,County,Yolo County,Non_Traditional,Yes,2011_2013,Percent,S
06115,County,Yuba County,Non_Traditional,No,2011_2013,Percent,S
06115,County,Yuba County,Non_Traditional,Yes,2011_2013,Percent,S

